,Coin,classification,total_risk_usd,total_pnl,efficiency%
47,@151,Greed,1861.874551724138,40.051783193103454,2.151153693787511
180,AI16Z,Extreme Fear,1839.7723529411765,84.3768825882353,4.586267559317601
600,SUI,Extreme Greed,1832.014976744186,54.076215479069766,2.951734356188111
246,BLUR,Extreme Greed,1825.58,6.875633529411765,0.37662734744091003
373,HYPE,Extreme Greed,1820.317690882135,29.122031114899926,1.5998323402980963
209,APT,Fear,1799.0570833333334,31.175798874999998,1.7328965914320396
433,LTC,Fear,1794.437,316.43138000000005,17.634020029680624
518,PENGU,Neutral,1793.5910101010102,11.460178222222222,0.6389515869382517
184,AI16Z,Neutral,1789.6918348623853,-9.283411963302752,-0.5187156683886073
392,IOTA,Greed,1785.1328571428571,-0.350692,-0.01964514846033869
692,ZEREBRO,Greed,1783.303399014778,28.311330620689656,1.5875778982045805
376,HYPE,Neutral,1779.059428475712,19.2376659039866,1.0813391388768459
303,ENA,Fear,1774.9658959537571,767.8850989248555,43.2619635495724
611,TAO,Extreme Greed,1771.4472727272725,26.90169728409091,1.5186281690831127
375,HYPE,Greed,1761.6654035463162,25.145087421430755,1.4273475184795308
398,JELLY,Fear,1756.978043956044,27.01801972967033,1.5377551143915298
450,MELANIA,Extreme Greed,1754.51734375,-73.97560390234375,-4.216293681328493
319,FARTCOIN,Extreme Fear,1746.0163110307415,-249.47088467811932,-14.288004247271147
442,MAVIA,Fear,1741.8419736842104,37.26762463157895,2.1395525653083975
499,OP,Extreme Fear,1720.2566666666664,1.5649133333333332,0.09096975838876757
603,SUI,Neutral,1718.3477173913043,37.5575237826087,2.1856765893474894
385,INJ,Extreme Greed,1713.2471544715447,23.527169707317075,1.3732501843596576
648,USUAL,Greed,1699.056030150754,95.79285129648243,5.638004256280054
525,PNUT,Greed,1698.1363834951458,22.510001983009712,1.3255709141970726
194,ALT,Fear,1697.8273684210526,18.256248157894735,1.0752711669898867
384,INIT,Greed,1678.5046428571427,13.017882142857143,0.775564261812119
9,@107,Extreme Fear,1653.9079453924915,-92.6554265433447,-5.602211828141167
468,MOODENG,Extreme Greed,1647.6561855670102,165.81321867010308,10.063581232697619
647,USUAL,Fear,1646.5368131868133,463.43851767032965,28.146259103272698
691,ZEREBRO,Fear,1632.5522950819673,12.731205770491805,0.7798344842517033
489,NTRN,Neutral,1631.2749999999999,28.589014000000002,1.7525563746149486
208,APT,Extreme Greed,1617.5692307692307,6.334288846153846,0.391593059861901
453,MELANIA,Neutral,1610.1029801324503,90.66434056512142,5.630965328544588
495,ONDO,Extreme Greed,1594.5114671814672,20.025907027027028,1.2559274385417718
283,DOGE,Fear,1580.2075000000002,658.94759225,41.700067380391495
301,ENA,Extreme Fear,1572.7505263157893,120.34889231578946,7.6521285672502675
576,SCR,Extreme Greed,1556.036875,50.40548,3.239349967204344
11,@107,Fear,1554.1898567222768,-2.6714969358194307,-0.1718899994273228
236,BERA,Greed,1547.1154487179488,229.72502980128206,14.848602926927576
396,JELLY,Extreme Fear,1533.9885,39.749512375,2.5912523056724353
591,STG,Greed,1532.6185714285714,25.649108571428574,1.6735480731856684
462,MINA,Greed,1530.81875,24.8380625,1.622534509719064
475,MOVE,Fear,1527.421282051282,32.33150724358974,2.1167380357676744
188,AIXBT,Greed,1488.9249367088607,126.64029555696203,8.50548556442942
294,DYM,Extreme Greed,1488.865,-127.97342549999999,-8.595367981650451
40,@142,Extreme Fear,1484.8703896103896,15.634938363636362,1.0529497034242001
242,BIO,Greed,1479.6146875000002,12.234447572916666,0.8268671348206432
267,CAKE,Extreme Greed,1475.9391666666668,34.63383341666667,2.3465623921943486
43,@142,Neutral,1472.6157281553399,14.525636485436893,0.9863833590608403
