,Coin,classification,total_pnl,avg_pnl,trade_count,avg_trade_size_usd,total_fees
367,HBAR,Greed,130.418054,2.3712373454545457,55,108.95454545454545,2.033657
368,HBAR,Neutral,8.85375,8.85375,1,212.84,0.074492
369,HPOS,Extreme Greed,-882.6288569999999,-33.94726373076923,26,265.83384615384614,0.737227
370,HPOS,Greed,2744.068817,31.182600193181816,88,625.5286363636363,10.746109
371,HPOS,Neutral,117.89757,10.717960909090909,11,1127.7027272727273,3.101181
372,HYPE,Extreme Fear,473147.213445,52.275683730527014,9051,3138.8083869185725,4010.847839
373,HYPE,Extreme Greed,157142.479896,29.122031114899926,5396,1820.317690882135,1609.784753
374,HYPE,Fear,815469.809135,32.30734951606513,25241,2429.164317182362,10953.465472
375,HYPE,Greed,164499.161911,25.145087421430755,6542,1761.6654035463162,2412.526036
376,HYPE,Neutral,287122.163617,19.2376659039866,14925,1779.059428475712,5582.930485
377,HYPER,Greed,857.69746,28.589915333333334,30,3942.048666666667,18.716193
378,ILV,Extreme Greed,4767.672843,51.265299387096775,93,1941.1781720430108,16.331163
379,ILV,Greed,541.473982,9.66917825,56,2252.0835714285718,31.617411
380,ILV,Neutral,-0.04207,-0.04207,1,221.93,0.077673
381,IMX,Extreme Greed,70.2345,1.9509583333333333,36,84.85555555555555,1.069155
382,IMX,Greed,465.67249999999996,29.104531249999997,16,497.04,1.940783
383,IMX,Neutral,4.30904,4.30904,1,217.62,0.076168
384,INIT,Greed,364.5007,13.017882142857143,28,1678.5046428571427,10.629022
385,INJ,Extreme Greed,2893.841874,23.527169707317075,123,1713.2471544715447,16.602552
386,INJ,Greed,2986.220524,110.60076014814814,27,5012.7674074074075,1.9008520000000002
387,IO,Extreme Fear,0.07364,0.03682,2,221.765,0.15523599999999999
388,IO,Extreme Greed,-188.251601,-3.3026596666666665,57,655.920350877193,12.688358
389,IO,Fear,0.0,0.0,3,221.8166666666667,0.232907
390,IO,Greed,-21747.847017,-80.54758154444444,270,778.8338148148148,69.265797
391,IO,Neutral,30.007179999999998,6.001436,5,129.01,0.225761
392,IOTA,Greed,-2.454844,-0.350692,7,1785.1328571428571,4.373569
393,IP,Extreme Fear,311.5344,25.9612,12,5640.071666666667,6.497352
394,IP,Fear,1812.815896,5.754971098412699,315,901.1993650793651,32.884396
395,IP,Neutral,893.10132,9.40106652631579,95,1220.7265263157894,20.624899
396,JELLY,Extreme Fear,3179.96099,39.749512375,80,1533.9885,22.190489
397,JELLY,Extreme Greed,5238.3404550000005,77.03441845588236,68,3509.8585294117647,27.321571
398,JELLY,Fear,12293.198977,27.01801972967033,455,1756.978043956044,118.129981
399,JELLY,Greed,10073.225391,81.8961413902439,123,4058.4557723577236,88.581773
400,JELLY,Neutral,3433.324585,14.609891851063828,235,2120.0760425531917,79.900385
401,JTO,Extreme Fear,14.451904,4.817301333333334,3,661.5433333333334,0.666832
402,JTO,Extreme Greed,0.0,0.0,1,554.62,0.194115
403,JTO,Fear,22.476,5.619,4,271.15999999999997,0.379621
404,JTO,Greed,8487.932974,107.44218954430379,79,2447.5416455696204,62.776743
405,JTO,Neutral,-1122.267016,-26.72064323809524,42,3751.701666666667,40.528286
406,JUP,Extreme Fear,17.45184,1.9390933333333333,9,746.1733333333334,2.256418
407,JUP,Extreme Greed,2300.086196,8.745574889733842,263,1106.907072243346,86.1304
408,JUP,Fear,-2835.22811,-42.95800166666667,66,1182.139696969697,25.008337
409,JUP,Greed,42913.495424,154.36509145323743,278,3964.238992805755,370.445923
410,JUP,Neutral,134.531822,12.230165636363637,11,492.1336363636364,1.894705
411,KAITO,Extreme Fear,5172.473377,49.26165120952381,105,2943.9314285714286,94.465122
412,KAITO,Fear,-14761.368534,-105.43834667142856,140,3116.6827142857146,94.690088
413,KAITO,Greed,113.068789,0.9422399083333333,120,716.3934166666667,9.865368
414,KAITO,Neutral,879.870453,20.462103558139535,43,910.8718604651162,10.900226
415,LAYER,Fear,13189.0,113.69827586206897,116,1171.2916379310343,13.508931
416,LAYER,Greed,0.0,0.0,162,1426.6875308641975,54.953117
417,LAYER,Neutral,7288.795459999999,52.43737741007194,139,4327.113669064748,182.29448
418,LDO,Extreme Fear,0.0,0.0,4,430.39,0.581554
419,LDO,Extreme Greed,168.892297,2.911936155172414,58,269.5798275862069,5.087345
420,LDO,Fear,36.630072,2.4420048,15,375.05333333333334,1.941113
421,LDO,Greed,15.493535999999999,0.7746767999999999,20,370.901,2.596296
422,LDO,Neutral,85.906066,9.545118444444444,9,502.2655555555556,1.582135
423,LINK,Extreme Fear,0.0,0.0,8,468.245,1.114971
424,LINK,Extreme Greed,109.90836,0.9901654054054054,111,168.57288288288288,6.236579
425,LINK,Fear,3813.926135,57.78675962121213,66,812.9880303030303,13.132322
426,LINK,Greed,487.77298,3.7234578625954198,131,2693.3685496183207,95.306776
427,LINK,Neutral,185.725821,5.306452028571428,35,399.9654285714286,3.955153
428,LISTA,Neutral,4.46974,2.23487,2,997.365,0.6702250000000001
429,LOOM,Extreme Greed,215.057055,107.5285275,2,482.695,0.337884
430,LOOM,Neutral,0.0,0.0,3,250.11,0.187582
431,LTC,Extreme Fear,0.0,0.0,6,3342.6266666666666,7.0195170000000005
432,LTC,Extreme Greed,2405.507919,15.224733664556963,158,1916.6048734177216,63.947694
433,LTC,Fear,3164.3138000000004,316.43138000000005,10,1794.437,5.435782000000001
434,LTC,Greed,22.68381,1.7449084615384616,13,76.36153846153846,0.347435
435,LTC,Neutral,16.43157,5.47719,3,115.97666666666667,0.121775
436,MANTA,Extreme Greed,1303.721216,14.985301333333332,87,785.1370114942529,0.676453
437,MANTA,Greed,179.92768999999998,19.991965555555552,9,1088.5533333333333,1.1201940000000001
438,MATIC,Extreme Greed,915.560676,114.4450845,8,4490.9175000000005,8.741364
439,MATIC,Greed,-246.629659,-8.220988633333333,30,6521.173,48.908787
440,MAV,Neutral,0.0189,0.00945,2,10.524999999999999,0.007071
441,MAVIA,Extreme Greed,1801.5562400000001,112.59726500000001,16,2122.5093749999996,0.537393
442,MAVIA,Fear,2832.339472,37.26762463157895,76,1741.8419736842104,19.880447
443,MAVIA,Greed,1805.948352,30.609294101694918,59,1016.753220338983,8.335187
444,MAVIA,Neutral,1371.768213,11.527463974789917,119,927.9509243697479,13.772578
445,ME,Extreme Greed,24.280158,1.1036435454545455,22,611.0731818181819,1.6789809999999998
446,ME,Fear,12174.803792,79.05716748051948,154,442.74454545454546,7.487392
447,ME,Greed,5407.838932,38.62742094285714,140,1265.068,20.560812
448,ME,Neutral,-3278.346756,-44.908859671232875,73,511.3789041095891,12.016381
449,MELANIA,Extreme Fear,93267.605692,224.74121853493975,415,2006.4020240963855,124.361819
450,MELANIA,Extreme Greed,-18937.754599,-73.97560390234375,256,1754.51734375,119.75374
451,MELANIA,Fear,186635.236275,109.01590903913552,1712,1876.7520327102804,336.472797
452,MELANIA,Greed,70470.64356,63.889976029011784,1103,1258.8722846781504,247.75761
453,MELANIA,Neutral,41070.946276,90.66434056512142,453,1610.1029801324503,138.523643
454,MEME,Extreme Greed,3450.778746,52.28452645454546,66,1356.3304545454546,9.704232
455,MEME,Fear,-115.671181,-8.262227214285714,14,460.13,1.582267
456,MEME,Greed,765.563003,45.03311782352941,17,4084.1129411764705,7.7583850000000005
457,MEME,Neutral,163.009986,40.7524965,4,764.1424999999999,0.786154
458,MERL,Greed,-3.17364,-1.58682,2,48.265,0.020469
459,MEW,Extreme Greed,28.063128,3.1181253333333334,9,71.52888888888889,0.22530899999999998
460,MEW,Greed,0.0,0.0,2,221.995,0.155393
461,MEW,Neutral,4.398952,4.398952,1,217.56,0.076145
462,MINA,Greed,198.7045,24.8380625,8,1530.81875,0.21217700000000003
463,MKR,Extreme Fear,47.91373,3.6856715384615386,13,259.81384615384616,1.182146
464,MKR,Fear,534.876207,48.62510972727273,11,471.9745454545455,0.763093
465,MKR,Greed,5.263168,0.27700884210526316,19,301.6563157894737,0.675935
466,MKR,Neutral,29.645515,0.8470147142857143,35,261.43771428571426,1.833901
467,MNT,Extreme Greed,-21.057177,-2.632147125,8,167.5275,0.46907299999999996
468,MOODENG,Extreme Greed,16083.882211,165.81321867010308,97,1647.6561855670102,55.596971
469,MOODENG,Fear,8.497446,4.248723,2,217.75,0.152424
470,MOODENG,Greed,68.127641,11.354606833333333,6,247.20166666666668,0.51912
471,MOODENG,Neutral,6.84105,3.420525,2,107.55499999999999,0.075287
472,MORPHO,Extreme Fear,24.21812,3.027265,8,192.795,0.539821
473,MORPHO,Extreme Greed,396.56499299999996,13.2188331,30,2263.949333333333,20.578169
474,MOVE,Extreme Greed,11.3683,5.68415,2,256.43,0.1795
475,MOVE,Fear,2521.857565,32.33150724358974,78,1527.421282051282,16.412486
476,MOVE,Greed,-105.56743700000001,-3.518914566666667,30,167.44733333333335,1.75818
477,MOVE,Neutral,0.5021180000000001,0.10042360000000002,5,620.3399999999999,0.697817
478,MYRO,Extreme Greed,28.98213,3.62276625,8,4580.42625,-0.732865
479,MYRO,Greed,0.0,0.0,1,221.9,0.077666
480,MYRO,Neutral,2.28114,2.28114,1,219.62,0.076867
481,NEAR,Extreme Greed,10272.958351,93.39053046363635,110,5889.376,17.781068
482,NEAR,Greed,1058.412231,32.07309790909091,33,3061.429090909091,12.889038
483,NEAR,Neutral,3.2119500000000003,1.6059750000000002,2,109.215,0.07644799999999999
484,NEIROETH,Extreme Greed,34.161578,34.161578,1,187.77,0.065718
485,NEIROETH,Greed,0.0,0.0,1,221.93,0.077675
486,NIL,Neutral,-3175.390085,-14.112844822222222,225,2141.469466666667,159.407525
487,NTRN,Extreme Greed,316.13639,15.8068195,20,2874.4725,7.652381
488,NTRN,Greed,1092.203853,15.829041347826086,69,2616.0266666666666,29.004885
489,NTRN,Neutral,171.534084,28.589014000000002,6,1631.2749999999999,1.366805
490,OGN,Neutral,1682.046417,9.557081914772727,176,324.4152272727273,11.95526
491,OM,Extreme Fear,0.0,0.0,5,503.796,0.8816390000000001
492,OM,Fear,106.321217,4.2528486800000005,25,268.9584,2.121882
493,OM,Neutral,-881.40554,-67.80042615384615,13,363.5392307692308,1.6541
494,ONDO,Extreme Fear,0.0,0.0,14,1070.6778571428572,4.49684
495,ONDO,Extreme Greed,5186.70992,20.025907027027028,259,1594.5114671814672,23.409507
496,ONDO,Fear,6619.867726,14.266956306034484,464,671.612974137931,40.285193
497,ONDO,Greed,9415.301957,54.11093078735632,174,3205.4977586206896,60.587075
498,ONDO,Neutral,1211.508142,2.898344837320574,418,794.0477751196172,40.130273
499,OP,Extreme Fear,18.778959999999998,1.5649133333333332,12,1720.2566666666664,2.365071
500,OP,Extreme Greed,2312.133688,45.335954666666666,51,3808.265294117647,23.607114
501,OP,Fear,4998.702368,89.26254228571429,56,1417.8626785714284,8.576682
502,OP,Greed,6.306648,0.5733316363636364,11,314.64818181818185,1.211389
503,OP,Neutral,82.364683,3.2945873199999998,25,1165.7372,6.223143
504,ORDI,Extreme Greed,35.897842,1.4359136799999999,25,620.0616,5.425528
505,ORDI,Greed,63.69578,4.549698571428571,14,304.5757142857143,1.326215
506,PAXG,Extreme Fear,489.72650400000003,1.1310080923787529,433,2409.0112702078522,134.903731
507,PAXG,Fear,-240.342056,-0.5340934577777778,450,2091.703911111111,189.203318
508,PAXG,Neutral,-18403.239028,-96.35203679581151,191,3995.759895287958,214.568949
509,PENDLE,Extreme Fear,-1129.6645899999999,-9.03731672,125,511.83840000000004,21.421897
510,PENDLE,Extreme Greed,889.813044,8.63896159223301,103,598.775922330097,4.27524
511,PENDLE,Fear,4164.246257,12.813065406153845,325,441.29975384615386,43.290274
512,PENDLE,Greed,1334.712196,3.813463417142857,350,725.4062285714285,55.811225
513,PENDLE,Neutral,2156.230212,9.84580005479452,219,340.0712785388128,22.141339
514,PENGU,Extreme Fear,0.0,0.0,3,184.90666666666667,0.19415300000000002
515,PENGU,Extreme Greed,1343.956675,4.23961096214511,317,357.0184542586751,28.422161
516,PENGU,Fear,-2167.154636,-20.444855056603775,106,2329.917358490566,56.696349
517,PENGU,Greed,4667.587984,13.7686961179941,339,1306.5966961651916,119.659137
518,PENGU,Neutral,1134.557644,11.460178222222222,99,1793.5910101010102,61.704316999999996
519,PEOPLE,Extreme Greed,360.646005,360.646005,1,860.57,0.215142
520,PEOPLE,Neutral,0.0,0.0,1,499.92,0.124981
521,PIXEL,Extreme Greed,227.176,28.397,8,2871.77625,-0.459482
522,PIXEL,Greed,94.69460000000001,13.527800000000001,7,1189.7957142857142,-0.166568
523,PNUT,Extreme Fear,1855.649224,1855.649224,1,545.21,0.02726
524,PNUT,Extreme Greed,2512.6175749999998,31.4077196875,80,1312.615875,33.612897000000004
525,PNUT,Greed,9274.120817,22.510001983009712,412,1698.1363834951458,169.545807
526,PNUT,Neutral,984.738976,98.4738976,10,8038.636,17.964121
527,POLYX,Extreme Greed,607.001853,46.69245023076923,13,2489.9823076923076,3.107486
528,POPCAT,Extreme Fear,0.0,0.0,1,221.76,0.077616
529,POPCAT,Extreme Greed,44.572378,3.183741285714286,14,338.18642857142856,1.657105
530,POPCAT,Fear,1887.9196800000002,16.707253805309737,113,1460.6853097345133,49.423168
531,POPCAT,Greed,-9726.60798,-17.879794080882355,544,659.5906249999999,70.54796400000001
532,POPCAT,Neutral,-110.00257699999995,-0.2370745193965516,464,578.8589655172414,68.131027
533,PROMPT,Fear,489.49227,6.705373561643836,73,1403.3480821917808,19.468614
534,PROMPT,Greed,1985.161667,55.14337963888889,36,3388.494722222222,16.656894
535,PROMPT,Neutral,-95.33896,-9.533896,10,700.243,1.563628
536,PURR,Extreme Fear,167.09084399999998,15.190076727272725,11,127.99181818181818,0.353518
537,PURR,Extreme Greed,17674.419716,38.50636103703704,459,1167.7078649237474,62.914687
538,PURR,Fear,3832.118223,27.76897263043478,138,1371.9942753623188,21.853274
539,PURR,Greed,3035.845177,10.99943904710145,276,798.949311594203,34.863808
540,PURR,Neutral,935.998036,8.068948586206897,116,998.9116379310345,14.232189
541,PURR/USDC,Extreme Fear,-4941.89718,-62.55566050632911,79,585.7575949367089,170.78587100000001
542,PURR/USDC,Extreme Greed,65685.764919,46.25758092887323,1420,431.6487887323944,463.740268
543,PURR/USDC,Fear,44.053217,0.25913657058823525,170,927.5041764705882,416.785416
544,PURR/USDC,Greed,14979.387406,18.447521435960592,812,843.6331650246306,690.798334
545,PURR/USDC,Neutral,-12249.187647,-65.85584756451614,186,556.307311827957,93.354245
546,PYTH,Extreme Greed,111.878376,18.646396,6,2480.521666666667,5.209091
547,PYTH,Fear,0.0,0.0,10,984.789,0.492391
548,PYTH,Greed,1118.5681419999999,19.28565762068965,58,5109.847758620689,74.114928
549,PYTH,Neutral,593.672754,8.361588084507042,71,1296.9314084507043,25.900622000000002
550,RENDER,Extreme Fear,4.36749,0.436749,10,454.67300000000006,1.591351
551,RENDER,Extreme Greed,3674.639504,24.335360953642386,151,711.9699337748344,31.522212
552,RENDER,Fear,2031.170722,41.45246371428571,49,2058.6410204081635,23.934081
553,RENDER,Greed,82.31715,4.332481578947369,19,755.801052631579,4.648282
554,RENDER,Neutral,15.62623,5.2087433333333335,3,438.0233333333333,0.459924
555,REQ,Fear,4.947336,0.2603861052631579,19,119.8763157894737,0.511849
556,REZ,Fear,163.08528,5.824474285714286,28,437.96250000000003,3.892454
557,RLB,Greed,75.947736,37.973868,2,459.71,0.229856
558,RLB,Neutral,0.0,0.0,2,497.69,0.248844
559,RNDR,Extreme Greed,3171.376312,81.31734133333333,39,4893.713846153847,-0.90142
560,RNDR,Greed,7098.190016,66.96405675471698,106,3320.884528301887,0.7555519999999999
561,RSR,Extreme Greed,5.303512,0.8839186666666666,6,59.10166666666667,0.124111
562,RSR,Fear,159.45176,6.643823333333334,24,798.36125,6.215985
563,RUNE,Extreme Fear,3711.85124,65.12019719298246,57,3382.6773684210525,32.916266
564,RUNE,Extreme Greed,1037.873524,15.4906496119403,67,1022.4892537313433,6.924101
565,RUNE,Fear,2.5769399999999996,0.8589799999999999,3,184.23666666666668,0.185708
566,RUNE,Greed,917.970651,5.431779,169,2285.7863905325444,51.268642
567,RUNE,Neutral,27.598647999999997,5.5197296,5,662.156,1.112417
568,S,Extreme Fear,-7669.5488000000005,-219.12996571428573,35,1230.2448571428572,4.133591
569,S,Fear,2832.0791200000003,45.678695483870975,62,2550.504838709677,25.342692
570,S,Neutral,-2.204838,-0.5512095,4,402.74,0.563832
571,SAND,Extreme Fear,6.80157,0.9716528571428571,7,451.2057142857143,1.105452
572,SAND,Extreme Greed,1128.957861,11.759977718750001,96,474.2338541666666,14.818649
573,SAND,Fear,414.817137,10.916240447368422,38,595.448947368421,7.919458
574,SAND,Greed,568.653521,14.216338024999999,40,433.354,6.06692
575,SAND,Neutral,89.03839400000001,5.564899625000001,16,368.85625,2.065585
576,SCR,Extreme Greed,1612.97536,50.40548,32,1556.036875,17.427599999999998
577,SEI,Extreme Greed,0.00345,0.0008625,4,12.335,0.011838999999999999
578,SEI,Fear,8356.0,835.6,10,5541.316000000001,11.393263000000001
579,SEI,Greed,-892.9715140000001,-12.941616144927536,69,4792.0960869565215,82.929314
580,SEI,Neutral,2327.42895,18.922186585365854,123,5124.419512195122,189.22816699999998
581,SHIA,Greed,273.568643,91.18954766666667,3,258.77,0.19407400000000002
582,SHIA,Neutral,0.0,0.0,2,251.375,0.125686
583,SOL,Extreme Fear,106080.805303,65.40123631504316,1622,15753.070110974106,5915.213924
584,SOL,Extreme Greed,36737.002723,21.296813172753623,1725,4412.373831884058,1529.645952
585,SOL,Fear,674006.784377,201.13601443658607,3351,14853.581990450612,11184.302885
586,SOL,Greed,441850.850348,335.7529257963526,1316,17028.109293313068,4850.34777
587,SOL,Neutral,297080.397137,235.9653670667196,1259,12665.54334392375,3809.522564
588,SPX,Extreme Greed,65.39521,2.422044814814815,27,76.03851851851852,0.706053
589,SPX,Fear,2057.209938,146.943567,14,5567.962857142857,11.774767
590,SPX,Greed,3129.878851,71.13361025,44,4532.168863636363,22.346908
591,STG,Greed,179.54376000000002,25.649108571428574,7,1532.6185714285714,-0.214564
592,STRK,Extreme Greed,86.688835,3.0960298214285715,28,88.66499999999999,0.868911
593,STRK,Greed,-1608.81,-89.37833333333333,18,4462.5922222222225,9.158313999999999
594,STRK,Neutral,4.74515,2.372575,2,108.56,0.075993
595,STX,Extreme Fear,0.0,0.0,24,762.8874999999999,1.830918
596,STX,Extreme Greed,1394.981666,21.136085848484846,66,1882.101212121212,12.641292
597,STX,Greed,47.994885999999994,23.997442999999997,2,682.72,0.45878399999999997
598,STX,Neutral,0.0,0.0,21,674.665238095238,1.416788
599,SUI,Extreme Fear,44775.177251,182.75582551428573,245,5364.060897959183,338.21084
600,SUI,Extreme Greed,23252.772656,54.076215479069766,430,1832.014976744186,170.01766
601,SUI,Fear,26130.152572,82.69035624050633,316,4240.919715189873,311.199558
602,SUI,Greed,101620.445365,118.99349574355973,854,4766.845608899297,1118.01555
603,SUI,Neutral,3455.292188,37.5575237826087,92,1718.3477173913043,52.529039000000004
604,SUPER,Extreme Greed,20.992058,20.992058,1,200.37,0.070128
605,SUPER,Greed,7.091044,1.0130062857142856,7,125.57714285714285,0.30766099999999996
606,SUPER,Neutral,7.114800000000001,3.5574000000000003,2,106.98,0.07488500000000001
607,SUSHI,Extreme Greed,319.051805,4.143529935064935,77,424.0487012987013,10.496948
608,SUSHI,Greed,278.313568,13.253027047619046,21,569.1814285714286,3.204787
609,SUSHI,Neutral,6.644702,1.1074503333333332,6,443.1516666666667,0.730653
610,TAO,Extreme Fear,0.0,0.0,15,383.2726666666667,0.501774
611,TAO,Extreme Greed,2367.349361,26.90169728409091,88,1771.4472727272725,26.035541000000002
612,TAO,Fear,7650.466684,59.76927096875,128,2625.482109375,54.355251
613,TAO,Greed,2239.043796,3.32202343620178,674,1468.6646735905044,153.329142
614,TAO,Neutral,-259.832604,-3.0213093488372094,86,634.9938372093023,8.795347
615,TIA,Extreme Greed,2189.371495,14.309617614379084,153,1402.674248366013,52.915127999999996
616,TIA,Fear,8136.9878499999995,239.3231720588235,34,2049.5997058823527,17.703926
617,TIA,Greed,4921.6745470000005,43.17258374561404,114,3916.5641228070176,102.439633
618,TIA,Neutral,-1664.776861,-118.91263292857143,14,1269.8607142857143,1.788673
619,TNSR,Extreme Fear,0.0,0.0,2,249.845,0.174888
620,TNSR,Extreme Greed,1844.857634,4.6823797817258885,394,672.2531472081218,81.488124
621,TNSR,Fear,87.77524299999999,4.619749631578947,19,366.3331578947368,2.436105
622,TNSR,Greed,2913.120481,12.66574122173913,230,550.2783478260869,31.312652
623,TNSR,Neutral,198.35476400000002,7.629029384615385,26,393.5592307692308,3.581366
624,TON,Extreme Greed,-0.15074600000000027,-0.00655417391304349,23,1443.4260869565219,11.61943
625,TON,Greed,-17.947964,-2.563994857142857,7,2944.782857142857,7.214548
626,TRUMP,Extreme Fear,31636.044425,182.8673088150289,173,5039.008612716763,185.158119
627,TRUMP,Extreme Greed,-2931.071142,-6.753620142857143,434,4294.34569124424,501.082681
628,TRUMP,Fear,18696.156672,45.050979932530126,415,3529.056506024096,197.273206
629,TRUMP,Greed,-433030.844531,-984.1610102977273,440,3871.992409090909,464.544054
630,TRUMP,Neutral,19873.544718,61.33810098148148,324,4175.476265432099,366.777868
631,TRX,Extreme Greed,670.9512520000001,8.60193912820513,78,937.0939743589744,19.856097
632,TST,Greed,-177.198923,-2.726137276923077,65,1209.588923076923,11.094927
633,TST,Neutral,3112.46954,33.831190652173916,92,4391.728478260869,43.464231
634,TURBO,Extreme Greed,7623.480459,155.58123385714288,49,2838.962244897959,40.769413
635,TURBO,Greed,909.951451,29.353272612903226,31,1428.8487096774193,5.379443
636,UNI,Extreme Fear,20.0475,6.6825,3,307.21,0.322567
637,UNI,Extreme Greed,-39.785359,-2.0939662631578946,19,1272.4689473684211,7.979899
638,UNI,Fear,28.81502,9.605006666666666,3,489.92,0.514415
639,UNI,Greed,313.182412,12.045477384615385,26,487.2965384615385,4.229754
640,UNI,Neutral,25.506432,2.834048,9,539.6288888888889,1.4997770000000001
641,UNIBOT,Greed,325.055769,81.26394225,4,583.3149999999999,0.583313
642,USTC,Extreme Greed,13.323025,0.2960672222222222,45,191.38888888888889,3.014342
643,USTC,Greed,259.617366,129.808683,2,629.78,0.314888
644,USTC,Neutral,73.721649,36.8608245,2,463.14,0.231568
645,USUAL,Extreme Fear,-2563.969313,-75.41086214705882,34,537.635,2.280281
646,USUAL,Extreme Greed,5196.091604,35.589668520547946,146,2632.2281506849313,53.894432
647,USUAL,Fear,42172.905108,463.43851767032965,91,1646.5368131868133,28.69875
648,USUAL,Greed,19062.777408,95.79285129648243,199,1699.056030150754,82.507634
649,USUAL,Neutral,697.075108,49.79107914285714,14,495.6264285714286,2.33141
650,VINE,Extreme Greed,4.9096079999999995,0.9819216,5,202.842,0.228856
651,VINE,Fear,874.4136950000001,6.574539060150377,133,1281.1475939849624,31.257037
652,VINE,Greed,43.749646,0.4704263010752688,93,509.11397849462367,5.455604
653,VINE,Neutral,3844.116765,6.852258048128343,561,806.2616221033868,83.183305
654,VIRTUAL,Extreme Fear,1843.497188,29.733825612903228,62,947.8066129032259,10.716155
655,VIRTUAL,Extreme Greed,15912.818123,74.01310754883721,215,5145.118372093023,340.982326
656,VIRTUAL,Fear,3729.922474,67.81677225454546,55,1257.7427272727273,17.642666
657,VIRTUAL,Greed,-2174.803249,-10.557297325242718,206,485.39388349514564,26.218618
658,VIRTUAL,Neutral,33.341692,1.6670846000000001,20,939.0255,3.445673
659,VVV,Fear,946.775346,33.813405214285716,28,2782.9364285714287,11.388837
660,VVV,Greed,556.482105,42.80631576923077,13,3119.462307692308,5.749134
661,VVV,Neutral,647.444942,17.038024789473685,38,2396.7547368421056,11.377134
662,W,Extreme Greed,274.33763,0.8849600967741935,310,526.2089677419355,45.707136
663,W,Fear,54.734555,27.3672775,2,415.425,0.286933
664,W,Greed,1181.221419,4.782272951417004,247,543.6177732793523,41.036133
665,W,Neutral,25.733387999999998,6.4333469999999995,4,187.82500000000002,0.262949
666,WCT,Fear,1051.15952,25.63803707317073,41,1183.401219512195,4.657913
667,WIF,Extreme Fear,0.0,0.0,1,221.42,0.077496
668,WIF,Extreme Greed,10597.356764,73.08521906206897,145,3227.766551724138,28.696082
669,WIF,Fear,-3326.846599,-237.6318999285714,14,780.4242857142857,2.151482
670,WIF,Greed,743.307147,7.74278278125,96,742.7736458333334,24.125934
671,WIF,Neutral,105.858215,6.6161384375,16,1215.6475,4.29302
672,WLD,Extreme Fear,48.74022,4.874022,10,622.516,2.178802
673,WLD,Extreme Greed,16575.995526,27.308065116968695,607,1993.2569686985173,206.31947
674,WLD,Fear,1372.981827,15.255353633333334,90,1142.481,33.488134
675,WLD,Greed,7214.830263,6.950703528901734,1038,1219.4080443159924,327.474731
676,WLD,Neutral,-3911.25269,-22.35001537142857,175,819.7848,46.813302
677,XAI,Extreme Greed,1074.213807,134.276725875,8,8124.79,-0.21026599999999984
678,XRP,Extreme Fear,-14790.899442000002,-31.945787131749462,463,7624.643822894168,435.051465
679,XRP,Extreme Greed,-51.90063300000001,-0.10156679647749513,511,603.7529941291585,86.112913
680,XRP,Fear,13835.945048,67.16478178640776,206,4650.828932038835,84.163998
681,XRP,Greed,772.733787,4.6271484251497,167,1094.6736526946108,61.976686
682,XRP,Neutral,37.59189,9.3979725,4,315.1,0.426514
683,YGG,Extreme Fear,0.0,0.0,1,221.91,0.077668
684,YGG,Extreme Greed,30.012384,6.0024768,5,482.49000000000007,0.844351
685,YGG,Fear,986.0408600000001,54.78004777777778,18,2681.411666666667,5.763139
686,YGG,Greed,7.876652,0.7876652,10,186.589,0.6530579999999999
687,YGG,Neutral,19.82739,9.913695,2,378.05999999999995,0.264644
688,ZEN,Greed,-954.5712629999999,-35.35449122222222,27,1213.2411111111112,1.454034
689,ZEREBRO,Extreme Fear,1147.895814,88.299678,13,6082.9392307692315,16.465225
690,ZEREBRO,Extreme Greed,9009.686590000001,62.56726798611112,144,3231.638263888889,54.447193999999996
691,ZEREBRO,Fear,776.603552,12.731205770491805,61,1632.5522950819673,12.061234
692,ZEREBRO,Greed,5747.200116,28.311330620689656,203,1783.303399014778,62.000108
693,ZEREBRO,Neutral,3268.551827,11.631857035587188,281,961.9366548042705,46.416485
694,ZETA,Extreme Greed,1704.351787,17.753664447916666,96,1367.7720833333333,-2.39658
695,ZETA,Greed,2049.51815,31.53104846153846,65,2328.488,9.266698
696,ZETA,Neutral,-13.88379,-1.5426433333333334,9,39.22555555555555,0.095013
697,ZK,Extreme Greed,98.011093,2.0418977708333332,48,56.30354166666667,0.945877
698,ZK,Greed,1.6456,0.27426666666666666,6,131.55833333333334,0.276274
699,ZORA,Greed,6800.24319,47.554148181818185,143,2379.515594405594,40.43638
700,ZRO,Extreme Fear,0.0,0.0,3,73.93666666666667,0.07763300000000001
701,ZRO,Extreme Greed,359.03149,44.87893625,8,158.47875,0.359584
702,ZRO,Fear,3427.992806,68.55985612,50,3209.3244,23.815641
703,ZRO,Greed,113799.059651,107.05461867450612,1063,748.6411194731891,141.238326
704,ZRO,Neutral,36172.38052,1446.8952208,25,6634.517199999999,58.052023
705,kBONK,Extreme Greed,33850.622524,50.5233172,670,2954.5326119402985,106.934039
706,kBONK,Fear,742.104985,24.736832833333334,30,2962.2083333333335,9.594248
707,kBONK,Greed,-2004.8313280000002,-2.753889186813187,728,894.6772390109891,100.376668
708,kBONK,Neutral,130.015358,0.9028844305555555,144,1131.8665277777777,49.93552
709,kFLOKI,Extreme Greed,1556.721213,50.21681332258065,31,1157.1270967741937,12.47073
710,kFLOKI,Greed,46.630962,15.543653999999998,3,430.6966666666667,0.452227
